"id. Response ID","submitdate. Date submitted","lastpage. Last page","startlanguage. Start language","seed. Seed","startdate. Date started","datestamp. Date last action","G01Q39. Whenever you are ready to start, click on next","G02Q40. sample","G02Q01. Imagine you were at point 1 and had to reach point 2 by hiking. Which route would you take? Please rank the routes.       ","G02Q02. Why did you make this decision?","G03Q01. It is late afternoon and you have been hiking the whole day. Right now, you are at point 1. You are trying to reach point 2, a hut where you will sleep tonight. What route would you take? Please rank them.   ","G03Q02. Why did you make this decision?","G03Q03. How hard was this task for you (1-5)? (1 = very easy, 5 = very hard)","G04Q01. It is late afternoon and you have been hiking the whole day. Right now, you are at point 1. You are trying to reach point 2, a hut where you will sleep tonight.  What route would you take?  Please rank the routes.    ","G04Q02. Why did you make this decision?","G04Q03. How hard was this task for you (1-5)? (1 = very easy, 5 = very hard)","G05Q01. It is late afternoon and you have been hiking the whole day. Right now, you are at point 1. You are trying to reach point 2, a hut where you will sleep tonight.  What route would you take?  Please rank the routes.    ","G05Q02. Why did you make this decision?","G05Q03. How hard was this task for you (1-5)? (1 = very easy, 5 = very hard)","G06Q01. It is late afternoon and you have been hiking the whole day. Right now, you are at point 1. You are trying to reach point 2, a hut where you will sleep tonight.  What route would you take?  Please rank the routes.    ","G06Q02. Why did you make this decision?","G06Q03. How hard was this task for you (1-5)? (1 = very easy, 5 = very hard)","G07Q01. It is late afternoon and you have been hiking the whole day. Right now, you are at point 1. You are trying to reach point 2, a hut where you will sleep tonight.  What route would you take?  Please rank the routes.    ","G07Q02. Why did you make this decision?","G07Q03. How hard was this task for you (1-5)? (1 = very easy, 5 = very hard)","G08Q01. It is late afternoon and you have been hiking the whole day. Right now, you are at point 1. You are trying to reach point 2, a hut where you will sleep tonight.  What route would you take?  Please rank the routes.   ","G08Q02. Why did you make this decision?","G08Q03. How hard was this task for you (1-5)? (1 = very easy, 5 = very hard)","G09Q01. It is late afternoon and you have been hiking the whole day. Right now, you are at point 1. You are trying to reach point 2, a hut where you will sleep tonight.  What route would you take?  Please rank the routes.   ","G09Q02. Why did you make this decision?","G09Q03. How hard was this task for you (1-5)? (1 = very easy, 5 = very hard)","G10Q01. It is late afternoon and you have been hiking the whole day. Right now, you are at point 1. You are trying to reach point 2, a hut where you will sleep tonight.  What route would you take?  Please rank the routes.    ","G10Q02. Why did you make this decision?","G10Q03. How hard was this task for you (1-5)? (1 = very easy, 5 = very hard)","G01Q01. How old are you?","Q01Q02. How often do you spend time in the mountains (hiking, climbing, skiing, etc.)?","G01Q03. How would you describe your experience using maps? ","G01Q04[SQ001]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [Paper maps]","G01Q04[SQ001comment]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [Paper maps][Comment]","G01Q04[SQ002]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [Digital maps (ex. phone, apps)]","G01Q04[SQ002comment]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [Digital maps (ex. phone, apps)][Comment]","G01Q04[SQ003]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [GPS devices (ex. Garmin)]","G01Q04[SQ003comment]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [GPS devices (ex. Garmin)][Comment]","G01Q04[SQ004]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [Trail signs]","G01Q04[SQ004comment]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [Trail signs][Comment]","G01Q04[SQ005]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [Following a guide]","G01Q04[SQ005comment]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [Following a guide][Comment]","G01Q04[SQ006]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [Not relevant (I am never in the mountains)]","G01Q04[SQ006comment]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [Not relevant (I am never in the mountains)][Comment]","G01Q04[SQ013]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [Other:]","G01Q04[SQ013comment]. When you're outdoors in the mountains, how do you usually navigate? (Multiple answers are possible, comments are possible) [Other:][Comment]","interviewtime. Total time","groupTime1857. Group time: Explanation","G01Q39Time. Question time: G01Q39","G02Q40Time. Question time: G02Q40","groupTime1848. Group time: Practice round","G02Q01Time. Question time: G02Q01","G02Q02Time. Question time: G02Q02","groupTime1850. Group time: Route ranking task","G03Q01Time. Question time: G03Q01","G03Q02Time. Question time: G03Q02","G03Q03Time. Question time: G03Q03","groupTime1852. Group time: Route ranking task","G04Q01Time. Question time: G04Q01","G04Q02Time. Question time: G04Q02","G04Q03Time. Question time: G04Q03","groupTime1854. Group time: Route ranking task","G05Q01Time. Question time: G05Q01","G05Q02Time. Question time: G05Q02","G05Q03Time. Question time: G05Q03","groupTime1856. Group time: Route ranking task","G06Q01Time. Question time: G06Q01","G06Q02Time. Question time: G06Q02","G06Q03Time. Question time: G06Q03","groupTime1851. Group time: Route ranking task","G07Q01Time. Question time: G07Q01","G07Q02Time. Question time: G07Q02","G07Q03Time. Question time: G07Q03","groupTime1853. Group time: Route ranking task","G08Q01Time. Question time: G08Q01","G08Q02Time. Question time: G08Q02","G08Q03Time. Question time: G08Q03","groupTime1855. Group time: Route ranking task","G09Q01Time. Question time: G09Q01","G09Q02Time. Question time: G09Q02","G09Q03Time. Question time: G09Q03","groupTime1849. Group time: Route ranking task","G10Q01Time. Question time: G10Q01","G10Q02Time. Question time: G10Q02","G10Q03Time. Question time: G10Q03","groupTime1847. Group time: Almost there!","G01Q01Time. Question time: G01Q01","Q01Q02Time. Question time: Q01Q02","G01Q03Time. Question time: G01Q03","G01Q04Time. Question time: G01Q04"
"1",,"2","en","521209379","2026-07-01 11:05:10","2026-07-01 11:22:26","Whenever you are ready to start, click on next",,"[]",,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"2.5",,"2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2",,"2","en","2038949010","2026-07-01 11:18:14","2026-07-01 11:18:39","Whenever you are ready to start, click on next",,"[]",,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"7.3",,"7.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3",,"0","en","188606760","2026-07-01 11:18:52","2026-07-01 11:18:52","Whenever you are ready to start, click on next",,"[]",,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4",,"0","en","78584981","2026-07-01 11:27:07","2026-07-01 11:27:07","Whenever you are ready to start, click on next",,"[]",,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5",,"0","en","1155012181","2026-07-01 11:27:42","2026-07-01 11:27:42","Whenever you are ready to start, click on next",,"[]",,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6",,"2","en","938769890","2026-07-01 11:29:19","2026-07-01 11:29:20","Whenever you are ready to start, click on next",,"[]",,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"1.85",,"1.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7",,"3","en","678570309","2026-07-01 11:30:35","2026-07-01 11:30:46","Whenever you are ready to start, click on next",,"[]",,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"12.36",,"7.74",,,"4.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8",,"2","en","818435395","2026-07-01 11:33:14","2026-07-01 11:33:16","Whenever you are ready to start, click on next",,"[]",,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"2.75",,"2.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9",,"13","en","1095717975","2026-07-01 11:35:32","2026-07-01 11:45:48","Whenever you are ready to start, click on next",,"[""AO03"",""AO02"",""AO01""]","Weniger Höhenmeter - Mittellanger Weg. ","[""B"",""C"",""A""]","Tiefere Lage","3","[""B"",""C"",""A""]","Kein Grat, wenig Bachüberquerungen.","3","[]",,,"[""A"",""B"",""C""]","Kürzester Weg mit den geringsten Höhenmetern.","2","[]",,,"[]",,,"[]",,,"[]",,,,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"621.84",,"3.57",,,"12.54","36.45",,"43.26","8.84","5.14",,"385.13","48.41","4.16",,,,,,"46.7","20.67","6.97",,,,,,,,,,,,,,,,,,,,,
"10",,"2","en","1020434337","2026-07-01 11:38:37","2026-07-01 11:38:38","Whenever you are ready to start, click on next",,"[]",,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"1.81",,"1.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11",,"0","en","1834059628","2026-07-01 11:39:18","2026-07-01 11:39:18","Whenever you are ready to start, click on next",,"[]",,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12",,"3","en","546069537","2026-07-01 11:43:33","2026-07-01 11:43:37","Whenever you are ready to start, click on next",,"[]",,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"8.04",,"2.84",,,"5.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13",,"2","en","936465835","2026-07-01 11:45:14","2026-07-01 11:45:18","Whenever you are ready to start, click on next",,"[]",,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,"[]",,,,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"4.55",,"4.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
